Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
9;1089169;Форма банка (без печати работодателя);Лечение;0;0.21;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089189;Поступление зарплаты на счет;Ремонт;1;0.13;мужской;0;0;высшее;специалист;>250;0;80;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089209;Форма банка (без печати работодателя);Отпуск;0;0.57;женский;1;0;высшее;специалист;>250;0;117;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089229;Поступление зарплаты на счет;Ремонт;0;0.22;женский;0;0;высшее;менеджер среднего звена;>250;0;56;27;Торговля;ОАО;женат / замужем;1;1;1;1;1;0.0142857143;1;0;0;0;0.5714285714;4;3;138;7;1;1;7;42;1;0;0;0;0;0;0
9;1089249;Форма банка (без печати работодателя);Ремонт;0;0.33;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089269;2НДФЛ;Ремонт;0;0.48;мужской;0;0;высшее;вспомогательный персонал;>250;0;6;25;Информационные технологии;ООО;гражданский брак;2;2;2;0;0;0;0;3;1;1;1;4;0;20;4;1;0;0;12;0;0;0;0;0;0;0
9;1089289;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;специалист;>250;0;78;41;Другое;ОАО;женат / замужем;0;0;0;0;0;0.007518797;0;0;0;0;0.3333333333;3;6;132;9;1;3;6;96;1;0;0;0;0;0;0
9;1089309;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;высшее;специалист;>250;1;34;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089329;Форма банка (без печати работодателя);Покупка автомобиля;1;0.48;мужской;0;0;высшее;менеджер высшего звена;< 50;0;26;31;Торговля;ООО;женат / замужем;3;3;3;2;2;0.0242424242;1;0;0;0;0.125;1;7;161;8;0;2;11;110;1;0;0;0;0;0;0
9;1089349;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.59;мужской;0;0;высшее;менеджер высшего звена;< 50;1;35;26;Другое;ООО;холост / не замужем;3;3;1;0;0;0.11;0;1;1;1;0.5;3;3;89;6;1;1;1;30;1;0;0;0;0;0;0
9;1089369;2НДФЛ;Покупка недвижимости/ строительство;0;0.37;мужской;1;0;высшее;менеджер среднего звена;>250;0;21;34;Информационные технологии;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;0.3333333333;1;2;87;3;0;1;21;84;0;0;0;0;0;0;0
9;1089389;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;высшее;специалист;>250;0;39;30;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0239043825;1;0;0;0;0.3846153846;5;8;245;13;3;3;12;82;1;0;0;0;0;0;0
9;1089409;2НДФЛ;Ремонт;1;0.27;женский;1;0;среднее-специальное;рабочий;>250;0;66;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089429;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.28;женский;1;0;высшее;специалист;>250;0;37;38;Информационные технологии;ООО;гражданский брак;1;1;0;0;0;0;0;0;0;0;1;1;0;26;1;0;0;37;37;0;0;0;0;0;0;0
9;1089449;Поступление зарплаты на счет;Ремонт;1;0.29;женский;2;0;высшее;менеджер среднего звена;>250;1;50;41;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.3333333333;1;2;24;3;1;0;5;80;0;0;0;0;0;0;0
9;1089469;2НДФЛ;Ремонт;1;0.5;женский;2;0;высшее;специалист;>250;3;18;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089489;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;1;0;среднее-специальное;рабочий;>250;1;190;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089509;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;1;0;высшее;специалист;>250;0;80;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089529;2НДФЛ;Ремонт;1;0.42;мужской;1;0;высшее;менеджер среднего звена;< 50;0;10;27;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;1;1;0;0.6666666667;2;1;29;3;0;1;2;19;0;0;0;0;0;0;0
9;1089549;Поступление зарплаты на счет;Ремонт;0;0.57;мужской;3;0;высшее;специалист;>250;0;7;40;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;78;3;0;0;6;57;0;0;0;0;0;0;0
9;1089569;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;< 50;0;37;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089589;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089609;Форма банка (без печати работодателя);Покупка автомобиля;1;0.58;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089629;Поступление зарплаты на счет;Обучение;1;0.44;мужской;0;0;незаконченное высшее;специалист;>250;0;20;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089649;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;70;32;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;70;3;2;0;26;27;0;0;0;0;0;0;0
9;1089669;Поступление зарплаты на счет;Покупка автомобиля;0;0.37;мужской;0;0;незаконченное высшее;специалист;>250;0;16;25;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;12;1;0;0;10;10;0;0;0;0;0;0;0
9;1089689;Поступление зарплаты на счет;Ремонт;0;0.31;женский;0;0;высшее;специалист;>250;0;23;29;Торговля;ООО;гражданский брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
9;1089709;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089729;2НДФЛ;Другое;0;0.39;мужской;1;0;высшее;вспомогательный персонал;>250;1;77;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089749;Поступление зарплаты на счет;Покупка автомобиля;1;0.4;мужской;1;0;высшее;рабочий;>250;1;29;32;Другое;ООО;женат / замужем;4;1;1;0;0;0.1205673759;0;0;0;0;0.1111111111;2;7;124;9;2;0;16;70;1;1;1;1;1;1;1
9;1089769;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.43;женский;1;0;среднее-специальное;вспомогательный персонал;< 50;0;59;39;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;5;46;5;0;1;12;95;0;0;0;0;0;0;0
9;1089789;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;1;0;высшее;специалист;>250;0;57;37;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5714285714;4;3;64;7;3;1;11;96;0;0;0;0;0;0;0
9;1089809;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;0;0;высшее;специалист;>250;0;95;44;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.8;4;1;44;5;2;0;8;14;0;0;0;0;0;0;0
9;1089829;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089849;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.47;женский;2;0;высшее;менеджер среднего звена;>250;0;15;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089869;2НДФЛ;Покупка недвижимости/ строительство;1;0.17;женский;0;0;высшее;специалист;>250;0;75;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089889;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;незаконченное высшее;рабочий;>250;0;14;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089909;Форма банка (без печати работодателя);Ремонт;0;0.31;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089929;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;1;0;среднее-специальное;рабочий;>250;0;97;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089949;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;высшее;специалист;< 50;0;83;43;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0;1;0;0;0;0.2;1;4;100;5;1;0;16;99;0;0;0;0;0;0;0
9;1089969;2НДФЛ;Покупка недвижимости/ строительство;1;0.46;мужской;0;0;высшее;менеджер среднего звена;>250;3;15;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1089989;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;1;0;среднее-специальное;рабочий;>250;0;182;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090009;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090029;Форма банка (без печати работодателя);Ремонт;0;0.15;мужской;0;0;высшее;менеджер среднего звена;>250;0;53;28;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;24;1;0;1;62;62;0;0;0;0;0;0;0
9;1090049;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;2;0;высшее;специалист;< 50;0;27;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090069;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;2;0;высшее;специалист;< 50;0;11;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090089;Форма банка (без печати работодателя);Покупка автомобиля;0;0.29;мужской;2;0;второе высшее;менеджер среднего звена;>250;0;85;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090109;2НДФЛ;Ремонт;0;0.39;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;142;52;Другое;ООО;холост / не замужем;0;0;0;0;0;0.2775330396;1;1;0;0;0.5384615385;7;6;328;13;3;2;4;123;1;1;1;1;1;1;1
9;1090129;Форма банка (без печати работодателя);Покупка автомобиля;0;0.34;женский;0;0;высшее;менеджер среднего звена;>250;0;15;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090149;Поступление зарплаты на счет;Покупка автомобиля;1;0.21;мужской;1;0;высшее;специалист;>250;0;20;28;Торговля;ОАО;женат / замужем;1;1;1;1;1;0.6825396825;0;0;0;0;1;2;0;20;2;1;0;28;48;1;1;1;1;1;1;1
9;1090169;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;0;0;высшее;специалист;< 50;0;44;34;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0736842105;0;0;0;0;0.75;3;1;88;4;2;0;30;98;1;1;1;1;0;0;0
9;1090189;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;1;0;среднее-специальное;рабочий;>250;0;76;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090209;2НДФЛ;Ремонт;0;0.43;женский;0;0;высшее;специалист;>250;0;114;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090229;Форма банка (без печати работодателя);Ремонт;1;0.52;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;84;27;Торговля;ООО;женат / замужем;2;2;1;1;1;0.0188679245;1;1;0;0;0.5714285714;4;3;104;7;3;2;3;59;1;0;0;0;0;0;0
9;1090249;2НДФЛ;Ремонт;0;0.58;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090269;Поступление зарплаты на счет;Покупка автомобиля;0;0.58;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;96;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090289;2НДФЛ;Покупка автомобиля;1;0.48;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090309;2НДФЛ;Покупка недвижимости/ строительство;1;0.52;женский;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090329;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;рабочий;>250;0;199;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090349;2НДФЛ;Ремонт;0;0.38;мужской;2;0;высшее;менеджер по продажам;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090369;Форма банка (без печати работодателя);Другое;1;0.49;мужской;0;0;высшее;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090389;Форма банка (без печати работодателя);Ремонт;1;0.27;мужской;1;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090409;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;высшее;специалист;< 50;0;99;52;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090429;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;мужской;1;0;среднее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090449;Поступление зарплаты на счет;Ремонт;0;0.27;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090469;Форма банка (без печати работодателя);Обучение;0;0.23;мужской;1;0;незаконченное высшее;менеджер среднего звена;>250;0;22;26;Другое;Государственное предприятие;повторный брак;2;2;0;0;0;0.0461538462;0;0;0;0;0.25;1;3;62;4;1;0;17;83;1;0;0;0;0;0;0
9;1090489;Поступление зарплаты на счет;Покупка автомобиля;0;0.58;мужской;1;0;высшее;вспомогательный персонал;>250;1;113;42;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;49;4;1;0;20;78;0;0;0;0;0;0;0
9;1090509;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;1;35;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090529;Поступление зарплаты на счет;Ремонт;1;0.21;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;225;53;Другое;ОАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;14;1;0;0;29;29;0;0;0;0;0;0;0
9;1090549;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.41;мужской;0;0;среднее-специальное;рабочий;>250;0;204;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090569;Форма банка (без печати работодателя);Покупка мебели;1;0.48;мужской;0;0;высшее;специалист;< 50;0;90;46;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;1;1;44;2;0;0;33;33;0;0;0;0;0;0;0
9;1090589;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.15;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;21;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090609;2НДФЛ;Ремонт;1;0.48;мужской;0;0;высшее;менеджер среднего звена;>250;0;19;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090629;Форма банка (без печати работодателя);Покупка мебели;1;0.18;женский;0;0;высшее;менеджер среднего звена;< 50;0;31;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090649;Форма банка (без печати работодателя);Ремонт;1;0.31;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090669;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;2;0;высшее;вспомогательный персонал;< 50;3;61;35;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0571428571;0;0;0;0;0.5;5;5;198;10;3;0;6;72;1;0;0;0;0;0;0
9;1090689;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;2;0;среднее-специальное;вспомогательный персонал;< 50;0;17;42;Другое;ООО;женат / замужем;2;2;2;2;2;0.0918918919;0;0;0;0;0.4166666667;5;7;168;12;4;0;12;87;1;0;0;0;0;0;0
9;1090709;Поступление зарплаты на счет;Лечение;1;0.49;женский;1;0;незаконченное высшее;специалист;>250;0;44;40;Другое;ООО;женат / замужем;3;2;2;1;1;0.1261261261;0;0;0;0;0.375;3;5;97;8;2;0;6;77;1;1;1;1;0;0;0
9;1090729;2НДФЛ;Ремонт;1;0.49;мужской;1;0;высшее;рабочий;>250;0;27;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090749;2НДФЛ;Другое;0;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;1;86;47;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090769;Поступление зарплаты на счет;Покупка земли;0;0.55;мужской;1;0;высшее;специалист;>250;1;93;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090789;2НДФЛ;Ремонт;1;0.37;мужской;1;0;высшее;менеджер среднего звена;>250;0;37;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090809;2НДФЛ;Ремонт;0;0.46;мужской;2;0;высшее;менеджер среднего звена;>250;1;280;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090829;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;высшее;специалист;>250;0;163;48;Информационные технологии;ОАО;холост / не замужем;1;1;1;0;0;0.0837209302;0;0;0;0;0.2222222222;2;7;197;9;0;2;10;99;1;1;1;1;0;0;0
9;1090849;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;0;0;высшее;специалист;< 50;0;40;31;Информационные технологии;ООО;холост / не замужем;1;1;0;0;0;0.0210526316;0;0;0;0;0.25;1;3;93;4;0;2;21;61;1;0;0;0;0;0;0
9;1090869;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;0;0;высшее;рабочий;>250;0;80;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090889;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;1;0;среднее-специальное;вспомогательный персонал;< 50;0;13;25;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090909;Поступление зарплаты на счет;Покупка автомобиля;1;0.54;женский;0;0;высшее;рабочий;>250;1;84;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090929;Поступление зарплаты на счет;Покупка бытовой техники;0;0.15;женский;0;0;второе высшее;специалист;>250;1;6;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090949;Форма банка (без печати работодателя);Отпуск;1;0.46;мужской;0;0;высшее;менеджер высшего звена;< 50;0;71;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090969;Поступление зарплаты на счет;Покупка автомобиля;0;0.3;мужской;0;0;незаконченное высшее;рабочий;>250;0;17;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1090989;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091009;2НДФЛ;Покупка автомобиля;0;0.48;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;3;10;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091029;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;среднее;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091049;Поступление зарплаты на счет;Ремонт;1;0.27;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091069;2НДФЛ;Ремонт;1;0.25;мужской;0;0;среднее-специальное;рабочий;>250;3;57;37;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091089;Поступление зарплаты на счет;Ремонт;0;0.49;женский;0;0;высшее;специалист;>250;0;8;28;Торговля;ООО;женат / замужем;2;2;1;1;1;0;0;0;0;0;0.5;2;2;73;4;1;0;21;92;0;0;0;0;0;0;0
9;1091109;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091129;Свободная форма с печатью работодателя;Ремонт;1;0.23;мужской;2;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091149;Форма банка (без печати работодателя);Покупка автомобиля;0;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;69;52;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091169;Поступление зарплаты на счет;Отпуск;1;0.31;мужской;0;0;высшее;специалист;>250;0;26;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091189;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;46;28;Другое;ОАО;женат / замужем;2;2;1;1;1;0.3958333333;1;0;0;0;0.3333333333;1;2;29;3;1;1;8;93;1;0;0;0;0;0;0
9;1091209;Свободная форма с печатью работодателя;Ремонт;1;0.13;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091229;Форма банка (без печати работодателя);Ремонт;1;0.3;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;74;42;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.0109289617;1;0;0;0;0.1;1;9;181;10;1;3;18;87;1;0;0;0;0;0;0
9;1091249;Поступление зарплаты на счет;Покупка автомобиля;1;0.16;женский;1;0;среднее-специальное;рабочий;>250;1;266;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091269;2НДФЛ;Ремонт;0;0.44;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;1;151;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091289;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;высшее;менеджер среднего звена;< 50;3;11;26;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091309;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;1;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091329;2НДФЛ;Покупка автомобиля;1;0.36;мужской;2;0;высшее;специалист;>250;1;101;30;Другое;ОАО;женат / замужем;0;0;0;0;0;0.3466666667;1;0;0;0;0.3333333333;2;4;49;6;1;0;11;93;1;1;1;1;1;0;0
9;1091349;Форма банка (без печати работодателя);Ремонт;0;0.19;мужской;0;0;высшее;менеджер среднего звена;>250;0;152;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091369;Форма банка (без печати работодателя);Ремонт;0;0.18;мужской;0;0;второе высшее;менеджер по продажам;>250;0;9;27;Торговля;ООО;гражданский брак;2;2;0;0;0;0.1;0;0;0;0;0.5;1;1;18;2;0;0;10;34;1;1;0;0;0;0;0
9;1091389;2НДФЛ;Другое;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;18;28;Другое;ООО;женат / замужем;3;2;0;0;0;0;0;1;1;1;0.5;5;5;52;10;3;2;1;15;0;0;0;0;0;0;0
9;1091409;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091429;Форма банка (без печати работодателя);Ремонт;1;0.31;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091449;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;2;0;среднее-специальное;рабочий;>250;0;196;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091469;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;22;27;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.2264150943;1;0;0;0;0.5;2;2;41;4;0;1;11;38;1;0;0;0;0;0;0
9;1091489;Свободная форма с печатью работодателя;Другое;1;0.29;женский;0;0;незаконченное высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091509;Форма банка (без печати работодателя);Ремонт;1;0.19;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;44;47;Торговля;ООО;холост / не замужем;4;3;1;1;0;0.0859375;1;0;0;0;0.25;4;12;234;16;2;0;11;100;1;0;0;0;0;0;0
9;1091529;Форма банка (без печати работодателя);Отпуск;0;0.27;женский;0;0;высшее;менеджер по продажам;< 50;0;44;45;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;50;3;1;0;23;81;0;0;0;0;0;0;0
9;1091549;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;женский;0;0;среднее-специальное;специалист;>250;0;143;48;Другое;ОАО;женат / замужем;2;1;0;0;0;0;0;1;0;0;0.25;2;6;116;8;1;2;3;46;0;0;0;0;0;0;0
9;1091569;Форма банка (без печати работодателя);Отпуск;1;0.45;женский;1;0;высшее;специалист;>250;0;171;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091589;Поступление зарплаты на счет;Отпуск;0;0.27;мужской;2;0;высшее;менеджер среднего звена;>250;1;38;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091609;2НДФЛ;Покупка мебели;0;0.34;мужской;1;0;высшее;менеджер среднего звена;< 50;3;214;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091629;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;0;0;среднее-специальное;рабочий;>250;1;326;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091649;Поступление зарплаты на счет;Обучение;0;0.41;мужской;0;0;высшее;рабочий;>250;0;19;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1091669;2НДФЛ;Ремонт;1;0.38;женский;0;0;высшее;вспомогательный персонал;>250;3;40;34;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0506329114;1;0;0;0;0.6666666667;6;3;150;9;4;0;11;86;1;1;0;0;0;0;0
